location,polygon_str,WKT_Polygon_100m_Donut
건대,"POLYGON((127.0628885 37.5401747,127.0697121 37.5378607,127.0695189 37.5374864,127.07557 37.5353935,127.0752052 37.5346108,127.0776728 37.5340833,127.0781664 37.5344917,127.0837239 37.5361252,127.0832304 37.5399365,127.0853332 37.5450576,127.0800117 37.5453639,127.0771793 37.5458062,127.0741967 37.5472863,127.0734671 37.5458232,127.072008 37.5465378,127.0722441 37.5466569,127.0702914 37.546827,127.0695189 37.5460274,127.0666865 37.546844,127.0628885 37.5401747))","POLYGON ((127.06586777687832 37.54713710165526, 127.065908636619 37.54720025413811, 127.06595722130712 37.54725986862528, 127.06601304844902 37.54731535309554, 127.06607556362636 37.547366156543404, 127.06614414600199 37.54741177445076, 127.06621811448557 37.547451753796906, 127.0662967344974 37.547485697557015, 127.06637922526352 37.54751326864466, 127.0664647675696 37.54753419325904, 127.06655251189655 37.547548263603865, 127.06664158685695 37.54755533995069, 127.06673110784898 37.54755535202644, 127.06682018584127 37.54754829971119, 127.06690793620183 37.54753425303937, 127.06699348748339 37.54751335150432, 127.06920651866906 37.5468753261991, 127.0695782577269 37.54726010289374, 127.0696379910182 37.54731576477586, 127.06970460420037 37.54736628032216, 127.06977739588817 37.54741111765399, 127.0698555996414 37.547449804679594, 127.06993839203514 37.547481934064386, 127.0700249013295 37.54750716751949, 127.07011421664862 37.54752523936325, 127.0702053975713 37.54753595931842, 127.07029748403296 37.54753921451533, 127.07038950643448 37.54753497068027, 127.07234220643447 37.54736487229579, 127.0724296497809 37.54735377353775, 127.07251528991765 37.54733590245259, 127.0725982945767 37.547311432710245, 127.07267785710238 37.54728060210621, 127.07275320429008 37.54724371025075, 127.07282360390097 37.547201115657565, 127.07288837177751 37.547153232259994, 127.07294687849264 37.547100525388714, 127.07299855546637 37.54704350724994, 127.07304290049167 37.5469827319481, 127.0730623701382 37.54694870098417, 127.07336130883279 37.54754817074007, 127.0733973951996 37.54761135083631, 127.07344106121077 37.547671448497496, 127.07349189279047 37.54772789383788, 127.07354940791313 37.547780151606695, 127.07361306117463 37.547827726263485, 127.07368224896403 37.547870166676844, 127.07375631518768 37.547907070402076, 127.07383455749066 37.54793808749714, 127.07391623391717 37.54796292384075, 127.07400056994636 37.54798134392123, 127.07408676583681 37.547993173069486, 127.07417400421055 37.547998299115285, 127.07426145780379 37.547996673450776, 127.074348297312 37.54798831149135, 127.07443369925383 37.54797329252953, 127.07451685378007 37.54795175898309, 127.07459697235332 37.547923915044706, 127.07467329522551 37.54789002474588, 127.07751545175321 37.546479631183196, 127.08013146150853 37.54607112588737, 127.0853982424442 37.54576797834216, 127.08548800714348 37.54575919199733, 127.0855762025152 37.54574329343026, 127.08566193449582 37.54572044380513, 127.08574433399392 37.545690874749326, 127.08582256570048 37.54565488600566, 127.08589583655667 37.54561284239408, 127.08596340379334 37.54556517011371, 127.08602458246067 37.54551235242283, 127.0860787523717 37.545454924740234, 127.08612536438942 37.54539346921804, 127.08616394599348 37.54532860884056, 127.08619410607035 37.545261001109395, 127.08621553887802 37.54519133137832, 127.08622802714561 37.545120305906025, 127.08623144427564 37.545048644696706, 127.08622575562765 37.544977074201235, 127.08621101886921 37.544906319953036, 127.08618738339136 37.544837099212955, 127.08414343293973 37.539859309810375, 127.08461751742256 37.536197955720915, 127.08462221490467 37.536125854718684, 127.08461768457205 37.53605374692124, 127.0846039729619 37.53598237304693, 127.08458122092482 37.53591246627708, 127.0845496621779 37.53584474472438, 127.08450962090404 37.53577990405592, 127.08446150842163 37.535718610346784, 127.08440581895944 37.53566149323755, 127.08434312457969 37.535609139466025, 127.0842740693017 37.53556208683957, 127.08419936248616 37.53552081871021, 127.08411977154849 37.53548575900898, 127.08403611407542 37.53545726789075, 127.07867213628944 37.53388063579889, 127.07832134449136 37.53359039181449, 127.07825791486631 37.533542776491636, 127.07818895385674 37.53350027100002, 127.07811511338569 37.53346327717444, 127.07803709150416 37.53343214474455, 127.07795562579221 37.53340716802832, 127.07787148638606 37.53338858314948, 127.07778546869778 37.53337656580504, 127.07769838589577 37.53337122960418, 127.07761106121744 37.53337262499414, 127.07752432018678 37.533380738783194, 127.07743898281034 37.53339549426547, 127.07497138281033 37.533922999130446, 127.07488786258436 37.5339443743283, 127.07480737121567 37.53397211030989, 127.07473067696189 37.53400594233959, 127.0746585118386 37.534045547496255, 127.07459156463273 37.53409054775585, 127.07453047432828 37.53414051359975, 127.07447582400754 37.5341949681147, 127.0744281352857 37.53425339154512, 127.0743878633323 37.53431522625438, 127.07435539252688 37.53437988204743, 127.07433103279016 37.53444674180438, 127.07431501662596 37.53451516737083, 127.07430749690207 37.53458450564901, 127.07430854539123 37.534654094831474, 127.07431815208604 37.53472327071785, 127.07433622529449 37.53479137305434, 127.07436259251507 37.534857751835496, 127.07443331653349 37.53500949454399, 127.06915975509413 37.53683347918685, 127.06908189549895 37.5368640427767, 127.06900812327795 37.536900427384055, 127.0689391284347 37.53694229268951, 127.06887555628926 37.53698924711118, 127.06881800144218 37.53704085146756, 127.06876700221333 37.53709662308558, 127.06872303560682 37.537156040315494, 127.06868651284941 37.53721854741025, 127.06865777554447 37.53728355972381, 127.0686370924766 37.5373504691797, 127.06862465709798 37.53741864995863, 127.0686224777307 37.53745548560086, 127.06253526438428 37.53951977890905, 127.06245502432567 37.53955081544927, 127.06237906574545 37.539588014163606, 127.0623081388934 37.53963100762807, 127.06224294432042 37.539679371182714, 127.06218412595922 37.53973262712638, 127.06213226476405 37.5397902494354, 127.06208787297261 37.53985166895963, 127.06205138904667 37.53991627904423, 127.06202317334125 37.539983441522146, 127.06200350454537 37.54005249301753, 127.0619925769296 37.540122751498224, 127.06199049842691 37.54019352301246, 127.06199728956688 37.54026410854313, 127.06201288327281 37.540333810912074, 127.06203712552426 37.54040194166613, 127.06206977687835 37.54046782787691, 127.06586777687832 37.54713710165526), (127.06971209999999 37.537860699999996, 127.06951890000002 37.5374864, 127.07557 37.53539349999999, 127.0752052 37.534610799999996, 127.0776728 37.53408329999999, 127.0781664 37.5344917, 127.08372390000001 37.5361252, 127.08323039999998 37.539936499999996, 127.08533319999997 37.5450576, 127.08001170000001 37.54536389999999, 127.0771793 37.5458062, 127.0741967 37.5472863, 127.0734671 37.5458232, 127.07200800000001 37.546537799999996, 127.0722441 37.546656899999995, 127.0702914 37.546827, 127.06951890000002 37.54602739999999, 127.06668649999997 37.54684399999999, 127.0628885 37.5401747, 127.06971209999999 37.537860699999996))"
성수동,"POLYGON((127.035605 37.540301,127.035951 37.543962,127.033092 37.544959,127.040446 37.550735,127.044001 37.551647,127.053518 37.550569,127.060629 37.548227,127.06761 37.548372,127.05906 37.533405,127.035605 37.540301))","POLYGON ((127.03521076291783 37.5396609602013, 127.03513270478074 37.53969509309312, 127.03505929723684 37.53973519223039, 127.03499126311505 37.539780862755926, 127.03492927233323 37.539831654951755, 127.03487393530176 37.5398870686677, 127.03482579691297 37.53994655824673, 127.03478533117554 37.540009537898264, 127.03475293654728 37.54007538746668, 127.03472893201133 37.54014345853816, 127.0347135539354 37.540213080825865, 127.03470695374422 37.540283568770136, 127.03470919642852 37.54035422828936, 127.03500771492227 37.543512838427006, 127.03273033903076 37.54430701839638, 127.03265214513829 37.54433796889579, 127.03257811451327 37.54437479752167, 127.03250894786245 37.544417155679206, 127.03244529985467 37.5444646424354, 127.03238777292427 37.54451680831435, 127.03233691156902 37.54457315955183, 127.03229319719642 37.54463316276925, 127.03225704356709 37.544696250022454, 127.03222879287851 37.544761824177634, 127.03220871252611 37.54482926456353, 127.03219699257228 37.54489793284641, 127.0321937439475 37.54496717907206, 127.0321989974003 37.5450363478178, 127.03221270320624 37.545104784396074, 127.03223473163861 37.545171841051165, 127.03226487419623 37.545236883090155, 127.03230284557695 37.545299294890086, 127.03234828637814 37.54535848572477, 127.03240076649834 37.545413895355736, 127.0324597892083 37.545464999334634, 127.0398137892083 37.55124096012693, 127.03987616812225 37.55128556830433, 127.03994353024356 37.55132536172902, 127.04001528648732 37.55135999241353, 127.04009080934159 37.55138915751825, 127.0401694383554 37.55141260199945, 127.04372443835543 37.55232459370799, 127.04380322751942 37.55234171065813, 127.04388365232084 37.55235308216767, 127.04396504762263 37.55235861419349, 127.04404674026131 37.552358260985365, 127.04412805461435 37.552352025464366, 127.05364505461435 37.55127403566177, 127.05371916259324 37.55126310862952, 127.05379185416713 37.551247294332555, 127.05386261750776 37.55122670411779, 127.06079683624233 37.548942947876796, 127.06758647418471 37.549083971809154, 127.06767292772041 37.549082466483505, 127.0677587981342 37.549074377626425, 127.0678432897049 37.54905978019147, 127.06792561948843 37.549038809442486, 127.06800502457303 37.5490116597004, 127.06808076914871 37.54897858254261, 127.06815215132568 37.54893988447211, 127.06821850963856 37.54889592407746, 127.06827922917576 37.548847108710255, 127.06833374727753 37.54879389071072, 127.06838155875002 37.54873676321644, 127.06842222054654 37.54867625559295, 127.06845535587314 37.54861292852874, 127.06848065768018 37.54854736883982, 127.06849789150759 37.548480184032265, 127.06850689765747 37.54841199667286, 127.06850759267405 37.548343438620286, 127.06849997011696 37.548275145169974, 127.06848410062084 37.54820774916713, 127.06846013124094 37.54814187514244, 127.06842828409037 37.54807813352466, 127.05987828409039 37.533111074528136, 127.05983717646568 37.53304773859685, 127.059788297919 37.53298797484994, 127.0597321371828 37.53293238086934, 127.05966925580357 37.53288151254451, 127.0596002825269 37.5328358785137, 127.05952590701075 37.53279593507772, 127.05944687292968 37.53276208163706, 127.0593639705388 37.5327346566979, 127.05927802877211 37.532713934487134, 127.0591899069541 37.53270012221005, 127.05910048620741 37.5326933579783, 127.05901066064254 37.5326937094288, 127.05892132841774 37.532701173047315, 127.05883338275844 37.532715674203644, 127.0587477030258 37.53273706789789, 127.03529270302579 37.53963312966287, 127.03521076291783 37.5396609602013), (127.05906 37.53340499999999, 127.06761 37.548372, 127.060629 37.548227, 127.05351799999998 37.550568999999996, 127.04400099999998 37.551647, 127.04044599999999 37.550735, 127.03309199999997 37.544959, 127.03595100000001 37.54396200000001, 127.03560500000002 37.54030099999999, 127.05906 37.53340499999999))"
가로수길,"POLYGON((127.024016 37.524918,127.02816 37.519681,127.028428 37.518877,127.026505 37.518026,127.026818 37.517515,127.024493 37.515662,127.023584 37.515532,127.021572 37.514894,127.021021 37.515969,127.019828 37.515532,127.018502 37.520414,127.019575 37.522726,127.024016 37.524918))","POLYGON ((127.02361820177471 37.52555677919327, 127.02369886579606 37.52558456715726, 127.02378256936507 37.52560596648152, 127.02386851023144 37.52562077207147, 127.0239558647018 37.5256288420281, 127.02404379553417 37.52563009900772, 127.02413145996243 37.52562453096325, 127.02421801777385 37.525612191259654, 127.02430263936195 37.52559319816254, 127.02438451367782 37.52556773370472, 127.0244628560036 37.5255360419418, 127.02453691547343 37.52549842661325, 127.02460598227027 37.52545524823154, 127.02466939442886 37.52540692062716, 127.02472654418034 37.52535390698271, 127.02477688377753 37.52529671539381, 127.02892088377754 37.52005974197781, 127.02896501950137 37.51999717842997, 127.02900100483552 37.51993141369706, 127.02902847544777 37.51986311360409, 127.02929647544777 37.51905911556639, 127.0293152801855 37.518988336136594, 127.02932494012038 37.518916409147295, 127.0293253556917 37.5188440759158, 127.02931652261638 37.51877208194851, 127.02929853193302 37.51870116925731, 127.02927156906358 37.51863206871196, 127.02923591190239 37.518565492507065, 127.02919192795198 37.51850212682169, 127.02914007053539 37.51844262474676, 127.02908087412396 37.5183875995537, 127.02901494882887 37.518337618373245, 127.02894297411284 37.51829319634983, 127.02886569178729 37.518254791331834, 127.02767435994959 37.517727578826374, 127.02768561013569 37.51769969536338, 127.02770378915062 37.51763357224977, 127.02771397669122 37.51756637933408, 127.02771608084686 37.517498722819965, 127.0277100826341 37.51743121309526, 127.02769603616805 37.517364459225114, 127.02767406817406 37.517299063457095, 127.02764437684459 37.51723561578762, 127.02760723005086 37.517174688638974, 127.02756296292645 37.51711683169479, 127.02751197484356 37.517062566940616, 127.02745472581007 37.51701238395431, 127.02512972581007 37.515159371473786, 127.02506219325527 37.51511075338809, 127.02498879389908 37.51506781711652, 127.02491028428501 37.5150310052229, 127.02482747362909 37.51500069714491, 127.02474121547915 37.514977205282754, 127.02465239891714 37.51496077177879, 127.02383296030773 37.51484357924738, 127.02190546340901 37.514232369434, 127.0218224132271 37.51420970183584, 127.02173696929341 37.51419357560998, 127.02164994838415 37.51418414491464, 127.02156218235021 37.514181499902314, 127.0214745101652 37.51418566585795, 127.02138776990566 37.51419660295718, 127.02130279073963 37.514214206647075, 127.02122038500055 37.51423830864567, 127.02114134042189 37.51426867855083, 127.02106641260708 37.5143050260429, 127.02099631780658 37.51434700366025, 127.0209317260711 37.514394210121026, 127.02087325484638 37.514446194159454, 127.02082146307087 37.51450245883995, 127.02077684583294 37.51456246630775, 127.02073982963795 37.51462564293077, 127.02054325877114 37.51500915549097, 127.02020463080746 37.51488511356882, 127.02012174328627 37.514858634189125, 127.02003594924585 37.514838817625076, 127.01994809759759 37.51482585996217, 127.01985905761248 37.51481988941697, 127.01976971031974 37.51482096506826, 127.01968093978938 37.51482907627243, 127.01959362438447 37.51484414276878, 127.01950862806999 37.514866015473814, 127.01942679186398 37.51489447795649, 127.0193489255161 37.514929248580025, 127.01927579949513 37.5149699832889, 127.01920813736547 37.51501627901357, 127.01914660862765 37.51506767765906, 127.01909182209377 37.51512367063814, 127.01904431986337 37.515183703904036, 127.01900457195963 37.51524718343303, 127.01897297167848 37.515313481102446, 127.01894983169719 37.51538194090617, 127.01762383169716 37.52026395072331, 127.01760993578911 37.5203300930444, 127.01760394110728 37.5203969784906, 127.01760590074801 37.52046401464031, 127.0176157973543 37.52053060773869, 127.01763354326953 37.520596167956704, 127.01765898131387 37.5206601146153, 127.01873198131389 37.52297210698895, 127.01876501798873 37.52303408986458, 127.01880528065479 37.52309332417303, 127.01885241012187 37.52314928148181, 127.01890598593967 37.523201462593896, 127.01896553014902 37.52324940200084, 127.01903051154555 37.52329267203538, 127.01910035041888 37.52333088668638, 127.02354135041888 37.525522868914116, 127.02361820177471 37.52555677919327), (127.01957500000002 37.522726, 127.01850199999997 37.520414, 127.01982799999999 37.51553200000001, 127.02102099999998 37.51596899999999, 127.02157200000002 37.514894, 127.02358400000001 37.51553200000001, 127.02449299999999 37.515662000000006, 127.026818 37.517515, 127.02650499999999 37.51802599999999, 127.02842799999998 37.51887700000001, 127.02816000000001 37.51968099999999, 127.02401600000002 37.524918, 127.01957500000002 37.522726))"
강남역1,"POLYGON((127.021136 37.503349,127.026467 37.505041,127.02758 37.502774,127.02841 37.502268,127.029303 37.502572,127.033448 37.494069,127.026524 37.491984,127.021136 37.503349))","POLYGON ((127.02026854757358 37.503163803588514, 127.02025003535091 37.50323123298771, 127.02023983098651 37.50329976664944, 127.02023803016867 37.503368761918445, 127.02024464978395 37.50343757181263, 127.02025962775897 37.50350555108999, 127.02028282364243 37.50357206229911, 127.02031401992217 37.50363648175651, 127.02035292406472 37.50369820539493, 127.0203991712586 37.50375665442751, 127.0204523278351 37.503811280774904, 127.02051189533496 37.503861572204436, 127.02057731518244 37.50390705713306, 127.02064797392322 37.50394730904913, 127.02072320897695 37.50398195051154, 127.02080231485023 37.50401065668877, 127.02613331485024 37.505702641693475, 127.02621716650101 37.50572551554806, 127.02630345233858 37.50574172003116, 127.02639133165971 37.50575109726303, 127.02647994823536 37.50575355588166, 127.02656843865327 37.505749071932854, 127.02665594073044 37.50573768910351, 127.02674160191339 37.50571951829614, 127.02682458758495 37.505694736548314, 127.02690408919617 37.50566358530803, 127.02697933214402 37.50562636808141, 127.02704958331866 37.50558344747595, 127.0271141582463 37.50553524166778, 127.02717242775817 37.50548222032776, 127.0272238241206 37.50542490004563, 127.02726784656673 37.50536383929725, 127.0273040661754 37.505299633003496, 127.0283261029199 37.50321792015688, 127.0285397559861 37.503087670112684, 127.02894876007073 37.5032269041708, 127.02903332525426 37.50325178327767, 127.02912060892902 37.50326980976589, 127.02920973122066 37.503280801922095, 127.02929979372031 37.50328464894158, 127.02938988854127 37.50328131204506, 127.02947910747103 37.50327082486958, 127.02956655112659 37.50325329312951, 127.02965133802081 37.50322889355093, 127.02973261344842 37.503197872090404, 127.0298095581019 37.503160541455706, 127.02988139633072 37.503117277954026, 127.02994740396029 37.50306851769879, 127.03000691559214 37.503014752213836, 127.03005933131153 37.50295652347892, 127.03010412273497 37.50289441846661, 127.03014083833673 37.50282906322571, 127.03428583833674 37.49432609249888, 127.03431365922603 37.494259427043964, 127.03433307641372 37.49419091289051, 127.03434390140038 37.49412121516035, 127.03434602909853 37.4940510104672, 127.03433943885275 37.49398098034817, 127.03432419464029 37.493911804647546, 127.03430044444987 37.493844154916886, 127.03426841884507 37.49377868789554, 127.03422842872611 37.493716039135, 127.0341808623116 37.49365681682869, 127.0341261813698 37.493601595907506, 127.03406491673586 37.493550912458026, 127.03399766315842 37.49350525851799, 127.03392507352606 37.493465077299206, 127.03384785252906 37.493430758884564, 127.03376674981828 37.49340263644086, 127.02684274981827 37.49131761783848, 127.02675873299464 37.49129600248128, 127.02667244700946 37.491281038015366, 127.02658472598849 37.491272869106105, 127.02649641793 37.49127157472451, 127.02640837650709 37.49127716738369, 127.02632145281537 37.49128959301795, 127.02623648714527 37.49130873150544, 127.02615430085915 37.4913343978295, 127.026075688451 37.49136634386744, 127.0260014098662 37.49140426078941, 127.02593218315512 37.491447782044105, 127.02586867753166 37.49149648690258, 127.02581150690412 37.491549904525776, 127.02576122394035 37.49160751851657, 127.0257183147253 37.491668771912, 127.02568319406191 37.49173307256792, 127.0202951940619 37.503098110753946, 127.02026854757358 37.503163803588514), (127.02652400000001 37.491983999999995, 127.033448 37.494068999999996, 127.029303 37.502571999999994, 127.02840999999997 37.502268, 127.02758000000001 37.50277400000001, 127.02646700000001 37.505041000000006, 127.021136 37.50334899999999, 127.02652400000001 37.491983999999995))"
강남역2,"POLYGON((127.017214 37.507406,127.019084 37.508937,127.019707 37.509196,127.019811 37.508949,127.024665 37.510444,127.026951 37.508937,127.027159 37.506865,127.027797 37.505499,127.019544 37.503097,127.019128 37.504109,127.018446 37.503968,127.017214 37.507406))","POLYGON ((127.01633049310564 37.507277142397236, 127.01631905740061 37.507344307410285, 127.01631571688165 37.50741203040177, 127.01632050176543 37.50747969878399, 127.01633336877035 37.50754670046485, 127.0163542015082 37.50761242938456, 127.01638281153677 37.50767629099755, 127.01641894006467 37.50773770765036, 127.01646226029196 37.50779612380651, 127.01651238036636 37.507851011071445, 127.0165688469277 37.50790187297176, 127.01843884692774 37.50943286280155, 127.01850871000417 37.509484295554095, 127.01858504963474 37.50952956690212, 127.0186670063959 37.50956816719718, 127.01929000639588 37.50982716500716, 127.01936833970818 37.50985601224496, 127.01944980315791 37.50987875920171, 127.01953364380236 37.50989519563966, 127.01961908672715 37.50990516964585, 127.01970534220841 37.50990858903605, 127.01979161301217 37.50990542220678, 127.01987710176277 37.50989569842726, 127.01996101831283 37.50987950756898, 127.02004258704638 37.50985699927515, 127.02012105404755 37.50982838157768, 127.0201463455886 37.50981670403275, 127.02433986094356 37.51110826586214, 127.02442223446745 37.51113006447715, 127.0245068764684 37.51114545231582, 127.02459299602508 37.51115428559337, 127.02467978840941 37.511156481771216, 127.02476644260625 37.51115202032818, 127.0248521488916 37.51114094295221, 127.02493610639921 37.51112335315083, 127.02501753060385 37.51109941528412, 127.02509566065225 37.51106935302902, 127.02516976647286 37.511033447289435, 127.02523915559766 37.510992033571654, 127.02752515559764 37.5094850446363, 127.0275910980466 37.50943696815657, 127.02765067768283 37.50938392178968, 127.02770330226258 37.50932643282623, 127.02774844867794 37.50926507271835, 127.02778566815677 37.50920045139955, 127.02781459072358 37.50913321122219, 127.0278349288773 37.509064020572495, 127.02784648044911 37.50899356722682, 127.028044599854 37.50701999595181, 127.02863935555744 37.50574658827112, 127.02866593628296 37.50567975979624, 127.02868411457918 37.505611183353224, 127.02869371466589 37.505541522057825, 127.02869464371224 37.5054714495179, 127.02868689273461 37.505401643319814, 127.02867053668328 37.505332778476344, 127.02864573371775 37.50526552089944, 127.0286127236775 37.50520052096078, 127.02857182576257 37.50513840720265, 127.0285234354471 37.505079780259834, 127.02846802065517 37.50502520705127, 127.02840611723607 37.50497521529772, 127.02833832378269 37.504930288418485, 127.02826529584331 37.50489086085644, 127.02818773958259 37.50485731387674, 127.02810640495314 37.50482997187967, 127.01985340495312 37.50242795035451, 127.01976727351193 37.50240670805821, 127.01967889110614 37.50239242506903, 127.01958914877585 37.50238524538705, 127.0194989512716 37.502385241397334, 127.0194092079327 37.50239241314009, 127.01932082351978 37.502406688310316, 127.01923468909321 37.50242792298675, 127.01915167302988 37.502455903083074, 127.01907261226839 37.50249034650645, 127.01899830387133 37.50253090600177, 127.01892949698978 37.502577172652956, 127.01886688531033 37.50262868000584, 127.01881110006182 37.50268490877122, 127.01876270365142 37.50274529206057, 127.01872218399458 37.5028092211016, 127.01868994959622 37.50287605137606, 127.0185323570762 37.50325942823583, 127.01850107140723 37.503256693489604, 127.01841415753233 37.50325580089826, 127.01832754178363 37.503261576327, 127.01824203510407 37.50327396570166, 127.01815843805284 37.50329285302303, 127.01807753331019 37.50331806145305, 127.01800007834954 37.503349354970695, 127.01792679834567 37.50338644058187, 127.01785837938507 37.50342897106294, 127.01779546204266 37.50347654821185, 127.01773863538419 37.50352872657675, 127.01768843145118 37.50358501762677, 127.01764532027971 37.50364489432638, 127.01760970549957 37.50370779606997, 127.01758192055539 37.503773133930935, 127.01634992055537 37.50721114290477, 127.01633049310564 37.507277142397236), (127.018446 37.503968, 127.01912799999998 37.504109, 127.019544 37.503097, 127.027797 37.50549899999999, 127.027159 37.506865, 127.026951 37.508936999999996, 127.02466500000001 37.510444, 127.019811 37.508949, 127.019707 37.509195999999996, 127.019084 37.508936999999996, 127.01721399999997 37.507405999999996, 127.018446 37.503968))"
