campus_name,polygon_str,WKT_Polygon_100m_Donut
경희대,"POLYGON((127.0567141 37.5899803, 127.0569555 37.5900186, 127.0570145 37.5911323, 127.0567302 37.5912343, 127.0564673 37.59106, 127.0533667 37.5924372, 127.0532057 37.59279, 127.0529 37.5929685, 127.0526639 37.5932746, 127.0506737 37.5934361, 127.050486 37.5918974, 127.0498101 37.5918889, 127.0496491 37.5914723, 127.0518861 37.5912385, 127.0555983 37.5901121, 127.0548848 37.589483, 127.0554212 37.5891259, 127.0561991 37.5892917, 127.05658 37.5891684, 127.0567838 37.5892534, 127.0567141 37.5899803))","POLYGON ((127.04977955190125 37.593504580771715, 127.04979239063991 37.59357394347409, 127.04981377850949 37.59364196896531, 127.0498435080373 37.59370799736945, 127.04988129083239 37.59377138818491, 127.0499267603832 37.593831526497354, 127.04997947561284 37.593887828944354, 127.05003892515792 37.59393974937397, 127.05010453232882 37.593986784142395, 127.05017566070394 37.59402847699905, 127.05025162030334 37.59406442351219, 127.05033167428181 37.594094274991626, 127.0504150460767 37.59411774187092, 127.05050092694091 37.59413459651602, 127.05058848378812 37.594144675433185, 127.05067686727418 37.59414788085475, 127.05076522003613 37.59414418168745, 127.05275542003612 37.59398268322411, 127.05284614818565 37.5939715846265, 127.05293497298067 37.593953206926656, 127.05302096675722 37.593927742051356, 127.05310323141784 37.59389545594229, 127.0531809078109 37.59385668577888, 127.05325318470364 37.593811836457256, 127.05331930725418 37.59376137636197, 127.05337858489519 37.59370583247481, 127.05343039854577 37.59364578487157, 127.05357467093259 37.59345873903504, 127.05373861380447 37.59336301252677, 127.05380689787134 37.593318887995295, 127.0538693978559 37.59326967505839, 127.05392551245009 37.59321584718067, 127.05397470177944 37.59315792222694, 127.05401649259684 37.593096457480215, 127.05405048283575 37.593032044280456, 127.05409773637902 37.59292849789579, 127.05641395271704 37.5918997084306, 127.05647438855148 37.59191663517552, 127.05656339129484 37.59193372684848, 127.05665412766405 37.59194354948125, 127.05674565464524 37.591946000991115, 127.0568370210079 37.591941055900485, 127.05692727719071 37.59192876560175, 127.05701548517048 37.591909257823104, 127.05710072821061 37.59188273530133, 127.0573850282106 37.59178073619004, 127.05746407039571 37.591748554669245, 127.0575387130054 37.591710342379464, 127.05760822557392 37.59166647326395, 127.05767192783898 37.59161737662403, 127.05772919639888 37.591563532918286, 127.05777947081347 37.59150546906102, 127.05782225908837 37.59144375326624, 127.05785714248995 37.59137898948732, 127.05788377964309 37.59131181150695, 127.05790190987189 37.591242876735095, 127.05791135575076 37.591172859775696, 127.05791202484062 37.59110244582502, 127.05785302484061 37.589988745378285, 127.05784539314581 37.58992135601014, 127.05782972135741 37.58985484517185, 127.05780615106839 37.58978981378518, 127.05777489523389 37.58972684940672, 127.05773623624721 37.589666520919145, 127.05769052338832 37.58960937339121, 127.0576541338992 37.589572221749464, 127.05767953344771 37.5893073297017, 127.05768191703308 37.589238445913196, 127.05767588390327 37.58916970220351, 127.05766149059788 37.58910174280645, 127.05763887200393 37.58903520460739, 127.05760824009187 37.58897071117452, 127.05756988192903 37.588908866914956, 127.0575241569894 37.58885025141027, 127.05747149378489 37.58879541398464, 127.05741238584935 37.58874486855662, 127.05734738711355 37.588699088822494, 127.057277106714 37.58865850381679, 127.0572022032843 37.58862349389119, 127.05699840328433 37.58853849317184, 127.05691951210352 37.58850936482522, 127.0568374339145 37.58848642287566, 127.0567529391872 37.588469882685565, 127.05666682107562 37.58845989952242, 127.05657988797252 37.58845656710104, 127.05649295592103 37.58845991670386, 127.05640684095441 37.58846991688716, 127.05632235143587 37.58848647377635, 127.05624028047052 37.588509431947195, 127.05613985546685 37.58854194053247, 127.05565453220044 37.58843849873476, 127.05557017422348 37.588423923406594, 127.05548444005943 37.58841583279369, 127.05539812169927 37.58841430163725, 127.05531201653079 37.58841934408215, 127.05522691997226 37.58843091354616, 127.05514361812466 37.58844890315046, 127.05506288050995 37.58847314670691, 127.05498545296226 37.588503420253545, 127.05491205073821 37.58853944412366, 127.05484335190937 37.588580885529545, 127.05430695190937 37.58893798814444, 127.05424101126299 37.58898655609375, 127.0541815365323 37.58904011007709, 127.05412912505395 37.589098112212916, 127.05408430322454 37.58915997994499, 127.05404752121373 37.58922509189363, 127.05401914844302 37.58929279409698, 127.05399946987535 37.589362406579355, 127.05398868315315 37.5894332301809, 127.05398689661324 37.58950455357974, 127.0539941281988 37.58957566043628, 127.05401030527915 37.58964583658789, 127.05403526537918 37.589714377221426, 127.05406875781124 37.589780593951986, 127.05408710568592 37.58980842174713, 127.05166369642606 37.59054376642142, 127.04953162984681 37.59076660140404, 127.0494463758639 37.590778851472024, 127.0493630078232 37.59079755271693, 127.04928230129742 37.59082253115632, 127.04920500709922 37.59085355440964, 127.04913184429637 37.590890333860294, 127.04906349352227 37.590932527340854, 127.04900059064397 37.59097974231661, 127.04894372084689 37.591031539537646, 127.04889341319063 37.59108743712547, 127.04885013568716 37.59114691505633, 127.04881429094705 37.59120941999924, 127.04878621243385 37.591274370463985, 127.04876616136187 37.591341162210924, 127.04875432426623 37.59140917387247, 127.04875081126734 37.59147777273382, 127.0487556550467 37.59154632061914, 127.04876881054263 37.59161417982864, 127.04879015536955 37.591680719070965, 127.04895115536955 37.59209731790428, 127.04898058127019 37.59216209004823, 127.04901776611959 37.59222430684462, 127.04906236210726 37.59228338635238, 127.04911395210219 37.59233877597619, 127.04917205355453 37.592389957634964, 127.04923612300917 37.592436452607416, 127.04930556118896 37.59247782600944, 127.04937971860012 37.592513690861495, 127.04945790160723 37.592543711707904, 127.04953937892125 37.59256760775427, 127.04962338843968 37.5925851554936, 127.04966809603123 37.592590908586246, 127.04977955190125 37.593504580771715), (127.0569555 37.5900186, 127.0570145 37.5911323, 127.0567302 37.591234299999996, 127.05646730000001 37.59105999999999, 127.0533667 37.59243719999999, 127.05320569999999 37.59279, 127.05290000000001 37.592968500000005, 127.05266389999998 37.593274599999994, 127.0506737 37.593436100000005, 127.05048599999999 37.591897399999986, 127.0498101 37.5918889, 127.0496491 37.59147229999999, 127.0518861 37.5912385, 127.0555983 37.5901121, 127.0548848 37.589483, 127.0554212 37.58912589999999, 127.05619909999999 37.5892917, 127.05658 37.58916839999999, 127.05678379999996 37.58925339999998, 127.0567141 37.58998030000001, 127.0569555 37.5900186))"
고려대,"POLYGON((127.0288245 37.5861078, 127.0288513 37.5833999, 127.0294092 37.5830343, 127.0298544 37.582911, 127.0299456 37.5828982, 127.0315818 37.584875, 127.0302675 37.5862396, 127.0288888 37.5862438, 127.0288245 37.5861078))","POLYGON ((127.02804758704936 37.58649355040346, 127.02808379036215 37.58655971194645, 127.02812825508778 37.58662263139342, 127.0281805249069 37.586681663042434, 127.02824006340039 37.58673620109104, 127.02830625955438 37.58678568585288, 127.02837843403071 37.58682960950105, 127.0284558461387 37.58686752127922, 127.02853770143643 37.586899032127164, 127.0286231598838 37.58692381867305, 127.02871134446332 37.58694162655174, 127.0288013501806 37.586952273014894, 127.0288922533518 37.58695564880626, 127.03027095335179 37.58695144884643, 127.03036210981094 37.58694749512869, 127.03045228913949 37.5869362303003, 127.03054055996488 37.58691777070119, 127.03062601062557 37.58689230697693, 127.0307077585867 37.586860102109945, 127.03078495955496 37.586821488703784, 127.03085681619831 37.58677686554825, 127.030922586381 37.58672669350116, 127.03098159082826 37.58667149072904, 127.03229589082828 37.58530689864648, 127.03234427638635 37.585251392359766, 127.03238581418752 37.585192505679316, 127.03242013118319 37.58513076745567, 127.03244691917433 37.58506673214989, 127.03246593757954 37.58500097485426, 127.03247701559562 37.58493408612752, 127.0324800537315 37.584866666691255, 127.0324750247019 37.58479932203498, 127.03246197367224 37.58473265697822, 127.03244101785306 37.584667270238675, 127.03241234544738 37.58460374905504, 127.0323762139604 37.58454266391294, 127.03233294788704 37.584484563421185, 127.03069674788705 37.58250775305329, 127.0306454273984 37.58245186611792, 127.03058750979027 37.582400186647924, 127.03052354103922 37.582353201823594, 127.03045412416468 37.58231135456983, 127.03037991354427 37.58227503938052, 127.03030160874528 37.58224459859929, 127.03021994792988 37.582220319192075, 127.03013570089666 37.58220243004165, 127.03004966182397 37.58219109978976, 127.02996264178326 37.58218643524723, 127.02987546109338 37.58218848038693, 127.02978894158763 37.58219721592921, 127.02969774158763 37.58221001604975, 127.02962715189628 37.58222226256448, 127.02955803267328 37.5822389657528, 127.02911283267328 37.58236226686584, 127.0290388907046 37.58238570908804, 127.0289678592108 37.58241424897434, 127.02890029646946 37.58244766220753, 127.02883673349531 37.58248568616734, 127.02827883349529 37.58285128886155, 127.02821454848159 37.58289774852278, 127.02815623636948 37.582948918484604, 127.02810444414237 37.58300431874973, 127.02805965762538 37.583063429639836, 127.02802229692814 37.58312569667062, 127.0279927125041 37.58319053575332, 127.02797118186321 37.58325733867388, 127.02795790696865 37.583325478798386, 127.02795301234255 37.58339431695125, 127.02792621234256 37.586102217154334, 127.02792933224195 37.58616733854025, 127.02793995436218 37.5862319608893, 127.02795798968147 37.58629554261659, 127.02798328704938 37.58635755085976, 127.02804758704936 37.58649355040346), (127.02885129999999 37.5833999, 127.02940920000002 37.5830343, 127.02985439999999 37.582911, 127.0299456 37.582898199999995, 127.03158180000001 37.58487499999998, 127.0302675 37.5862396, 127.0288888 37.5862438, 127.02882450000001 37.5861078, 127.02885129999999 37.5833999))"
숙명여대,"POLYGON((126.9703979 37.5452554, 126.9706768 37.5436349, 126.9666321 37.5440985, 126.9668681 37.5448131, 126.9654948 37.5450981, 126.965586 37.5454213, 126.9703979 37.5452554))","POLYGON ((126.97052580145353 37.54596038966728, 126.97061341477756 37.54594684492577, 126.97069890013319 37.545926472963394, 126.97078141344775 37.545899474925086, 126.97086013999419 37.54586611737936, 126.97093430243548 37.54582672968657, 126.97100316850018 37.545781700747064, 126.97106605821259 37.54573147516169, 126.97112235060682 37.54567654884218, 126.97117148985818 37.54561746411504, 126.9712129907713 37.545554804366944, 126.9712464435709 37.54548918828492, 126.97127151794781 37.54542126374777, 126.97128796632052 37.54535170142926, 126.97156686632053 37.543731203522626, 126.97157445803393 37.54366214130374, 126.9715735462708 37.54359282096495, 126.9715641396683 37.543523899175135, 126.97154632733476 37.54345602882943, 126.97152027800567 37.543389852864514, 126.97148623844521 37.543325998167816, 126.97144453110866 37.5432650696389, 126.9713955510879 37.54320764445898, 126.97133976236854 37.54315426662305, 126.97127769343481 37.543105441786295, 126.97120993226305 37.543061632473695, 126.97113712075195 37.543023253698195, 126.97105994864191 37.54299066902894, 126.97097914698107 37.542964187146886, 126.97089548120003 37.5429440589204, 126.9708097438613 37.54293047502854, 126.97072274715102 37.54292356415452, 126.97063531518529 37.54292339176662, 126.97054827620346 37.54292995949791, 126.96650357620346 37.54339356388157, 126.9664163137922 37.54340709115142, 126.96633116541337 37.543427392101016, 126.96624896525577 37.543454267838854, 126.96617051862485 37.54348745505951, 126.96609659405314 37.54352662862345, 126.96602791577108 37.54357140474269, 126.96596515661184 37.543621344741126, 126.96590893141968 37.54367595935254, 126.96585979102622 37.54373471351425, 126.9658182168542 37.54379703160947, 126.965784616201 37.54386230310691, 126.96575931824833 37.54392988854238, 126.96574257083722 37.543999125783834, 126.96573453804021 37.54406933651839, 126.96573529855362 37.544139832897855, 126.9657448449268 37.54420992427755, 126.96576308363505 37.544278923982446, 126.96577150603305 37.54430442677427, 126.96526733523906 37.544409057831245, 126.96518514066472 37.54442950094195, 126.96510579365177 37.5444560923675, 126.96503002385852 37.54448858757235, 126.96495852804786 37.54452668773001, 126.96489196368007 37.54457004247123, 126.96483094286694 37.54461825310622, 126.96477602674287 37.544670876291306, 126.96472772030488 37.54472742810601, 126.96468646776867 37.54478738850357, 126.96465264848389 37.54485020609338, 126.96462657344537 37.54491530321176, 126.9646084824337 37.544982081234274, 126.96459854180996 37.54504992608074, 126.96459684298601 37.54511821386232, 126.96460340158389 37.54518631661875, 126.96461815729208 37.5452536080929, 126.96470935729208 37.54557680741869, 126.96473319930183 37.545645138279355, 126.96476549116522 37.545711251213156, 126.96480591292297 37.54577449115631, 126.96485406406184 37.545834231512984, 126.96490946748321 37.5458898803635, 126.96497157423015 37.54594088632893, 126.96503976892687 37.54598674403398, 126.965113375876 37.54602699911404, 126.96519166575358 37.54606125271677, 126.96527386283563 37.54608916545374, 126.96535915268406 37.54611046076284, 126.96544669021668 37.5461249276483, 126.96553560808032 37.546132422771045, 126.96562502524507 37.546132871868835, 126.9704369252451 37.545966973452416, 126.97052580145353 37.54596038966728), (126.96558599999997 37.545421299999994, 126.96549479999999 37.5450981, 126.9668681 37.5448131, 126.96663209999998 37.5440985, 126.97067679999999 37.54363490000001, 126.9703979 37.545255399999995, 126.96558599999997 37.545421299999994))"
숭실대,"POLYGON((126.9546104 37.4955135, 126.9555331 37.4944112, 126.9564665 37.4946155, 126.959138 37.4942792, 126.9591058 37.4948623, 126.9546104 37.4955135))","POLYGON ((126.95926714651569 37.49556343666142, 126.95935125860332 37.49554790433582, 126.95943310213869 37.4955260356126, 126.95951192071587 37.49549803259912, 126.95958698588593 37.495464154095245, 126.95965760388923 37.49542471320164, 126.95972312206739 37.49538007442638, 126.95978293489499 37.495330650316426, 126.95983648957606 37.49527689764521, 126.95988329115308 37.49521931319134, 126.95992290708125 37.49515842914773, 126.95995497122638 37.495094808203255, 126.95997918724849 37.49502903834266, 126.95999533134075 37.494961727412516, 126.96000325429789 37.494893497503675, 126.9600354542979 37.49431039774725, 126.96003497391409 37.49424026487734, 126.96002580835892 37.49417050894096, 126.9600080463802 37.49410180536918, 126.95998185996267 37.494034819405094, 126.95994750266273 37.49397019966231, 126.95990530715349 37.49390857184438, 126.95985568200334 37.49385053268597, 126.95979910772006 37.493796644174544, 126.9597361320981 37.49374742810845, 126.95966736491445 37.493703361044055, 126.95959347202435 37.49366486968106, 126.95951516891397 37.49363232673048, 126.9594332137725 37.493606047305384, 126.95934840015079 37.49358628586956, 126.9592615492777 37.49357323377318, 126.95917350210821 37.49356701739996, 126.95908511118083 37.493567696943174, 126.95899723236246 37.49357526582277, 126.95651786363243 37.493887382498, 126.95577199320431 37.493724126903196, 126.95568749847784 37.49370906837631, 126.95560156885062 37.49370053513156, 126.9555150029088 37.49369860647478, 126.95542860515214 37.49370330033046, 126.95534317851731 37.49371457307506, 126.95525951691593 37.493732319942474, 126.9551783978563 37.493756375997826, 126.95510057521764 37.493786517670436, 126.95502677224385 37.49382246483177, 126.95495767482215 37.493863883399136, 126.9548939251088 37.4939103884407, 126.95483611556111 37.49396154775326, 126.95478478343153 37.49401688587918, 126.95386208343155 37.495119191699075, 126.95381729986858 37.49517879823135, 126.95378003453237 37.49524157754037, 126.95375064068138 37.495306934499745, 126.95372939695582 37.49537424954944, 126.9537165047365 37.49544288456913, 126.95371208623577 37.49551218892744, 126.95371618333903 37.49558150564981, 126.95372875720757 37.49565017764624, 126.95374968864691 37.495717553940274, 126.95377877923653 37.49578299583977, 126.95381575321093 37.49584588299131, 126.95386026007377 37.495905619260654, 126.9539118779203 37.49596163838344, 126.95397011743694 37.49601340933294, 126.95403442653968 37.49606044135352, 126.95410419560758 37.49610228861247, 126.95417876326182 37.496138554425904, 126.95425742263507 37.49616889501887, 126.95433942807243 37.49619302278374, 126.95442400219986 37.49621070900648, 126.95451034329324 37.49622178603439, 126.95459763287845 37.49622614886527, 126.95468504349019 37.49622375614263, 126.95477174651573 37.49621463054776, 126.95926714651569 37.49556343666142), (126.95553310000001 37.4944112, 126.9564665 37.494615499999995, 126.959138 37.494279199999994, 126.9591058 37.494862299999994, 126.95461040000002 37.495513499999994, 126.95553310000001 37.4944112))"
중앙대,"POLYGON((126.9627885 37.5096064, 126.9661681 37.5070489, 126.9656799 37.5066361, 126.9642959 37.5067127, 126.9633839 37.5070489, 126.9625524 37.5062914, 126.9611577 37.5061297, 126.9584111 37.5069085, 126.9581483 37.5071978, 126.9593713 37.5077383, 126.9597361 37.5076915, 126.960632 37.5084574, 126.9613025 37.5086787, 126.9611309 37.5089426, 126.9613294 37.5090319, 126.9627885 37.5096064, 126.9627885 37.5096064))","POLYGON ((126.95997350417996 37.50894210357307, 126.96004260834874 37.508995174435334, 126.96011846945562 37.50904208010118, 126.96020021780932 37.50908228284401, 126.96025687080301 37.50910387210571, 126.96026992602611 37.509145918756154, 126.96029835529366 37.509210245936075, 126.96033440281475 37.50927212395578, 126.96037773873424 37.509330986603274, 126.96042796650399 37.50938629525988, 126.96048462651159 37.50943754382866, 126.96054720028606 37.5094842633651, 126.96061511524206 37.50952602636799, 126.96068774991943 37.50956245069093, 126.96088624991943 37.509651749949384, 126.96093000915963 37.50967018968416, 126.96238910915963 37.51024468477154, 126.96247301653132 37.510273596561944, 126.96256019569583 37.51029558906126, 126.96264974254187 37.51031043419748, 126.96274072840357 37.51031797802005, 126.96283220969144 37.51031814229628, 126.96292323767807 37.510310925322536, 126.96301286833705 37.51029640194198, 126.96310017213334 37.510274722768386, 126.96318424366312 37.51024611262444, 126.96326421104357 37.51021086821036, 126.96333924495478 37.5101693550272, 126.9634085672406 37.510122003586794, 126.9667881672406 37.507564521252455, 126.96684858635787 37.5075141065899, 126.96690252129261 37.50745925906795, 126.96694945811242 37.507400501305625, 126.96698894956828 37.50733839318223, 126.96702061935599 37.5072735265028, 126.96704416570222 37.50720651935915, 126.96705936423976 37.50713801024053, 126.96706607014562 37.5070686519498, 126.96706421952085 37.50699910538314, 126.96705382999966 37.50693003323261, 126.96703500058109 37.506862093671494, 126.967007910686 37.50679593408267, 126.96697281844708 37.506732184889685, 126.96693005824946 37.50667145354944, 126.96688003754426 37.50661431876355, 126.96682323296606 37.506561324963826, 126.96633503296607 37.506148522267665, 126.96627138096768 37.50609975403659, 126.96620198920742 37.506056190524475, 126.96612753106658 37.50601825448335, 126.96604872909074 37.50598631405533, 126.96596634797838 37.50596067919987, 126.96588118716006 37.505941598685524, 126.96579407304075 37.50592925767566, 126.96570585098036 37.50592377593142, 126.96561737709034 37.50592520664948, 126.96423337709034 37.50600180737894, 126.9641518988811 37.50600929480554, 126.9640716212219 37.50602264660935, 126.96399321339469 37.5060417514721, 126.96391732909238 37.50606645011053, 126.96361782904275 37.50617685903667, 126.96322986666706 37.50582342050727, 126.96316672349468 37.5057714613794, 126.96309727922845 37.50572483522906, 126.96302224615567 37.505684020309396, 126.96294239388793 37.50564943526741, 126.96285854146699 37.505621434849466, 126.96277154896407 37.505600306262416, 126.96268230865822 37.505586266227304, 126.96128760865821 37.50542456469998, 126.96120030074023 37.5054178754561, 126.96111258666045 37.50541797288494, 126.96102530269795 37.50542485605756, 126.96093928103095 37.50543845934694, 126.96085534180276 37.50545865305365, 126.95810874180277 37.506237460054216, 126.9580253861847 37.506264915321715, 126.95794592416178 37.506298867281714, 126.95787115786482 37.50633897319693, 126.95780184202361 37.50638482820791, 126.95773867634811 37.50643596942028, 126.95768229846543 37.50649188057783, 126.95741949846543 37.506781182192384, 126.95737105445224 37.50684050764594, 126.95733025758976 37.50690334838003, 126.95729750926951 37.506969086110196, 126.95727313169509 37.50703707405037, 126.95725736471223 37.5071066432767, 126.95725036344881 37.50717710930916, 126.9572521967888 37.50724777884618, 126.95726284669429 37.507317956585865, 126.95728220838323 37.50738695206701, 126.95731009136016 37.50745408646217, 126.95734622129044 37.50751869925648, 126.95739024269956 37.507580154745995, 126.95744172247038 37.507637848291964, 126.95750015410457 37.50769121226942, 126.95756496270597 37.507739721651554, 126.9576355106367 37.50778289917496, 126.95771110379104 37.50782032003492, 126.95893410379101 37.508360815527524, 126.9590109401619 37.50839105426804, 126.95909106182893 37.50841534205316, 126.95917373834605 37.50843345746411, 126.9592582159755 37.50844523535246, 126.95934372455918 37.50845056834566, 126.95939767939493 37.50844983821884, 126.95997350417996 37.50894210357307), (126.9613294 37.5090319, 126.96113089999999 37.5089426, 126.96130250000002 37.5086787, 126.96063199999999 37.5084574, 126.95973610000001 37.50769149999999, 126.95937129999999 37.5077383, 126.95814830000002 37.50719779999999, 126.95841110000002 37.506908499999994, 126.9611577 37.5061297, 126.96255239999999 37.506291399999995, 126.96338389999997 37.5070489, 126.96429590000001 37.506712699999994, 126.96567990000001 37.506636099999994, 126.9661681 37.5070489, 126.96278849999999 37.5096064, 126.9613294 37.5090319))"
한양대,"POLYGON((127.0389203 37.5617373, 127.0415596 37.5617628, 127.0406584 37.5582928, 127.0399181 37.5581482, 127.0393494 37.5583863, 127.0393065 37.5606401, 127.0389632 37.561193, 127.0389203 37.5617373))","POLYGON ((127.03802247250944 37.5617607636495, 127.03802936921248 37.56182841762536, 127.03804436034154 37.5618952437047, 127.03806730969687 37.56196063475163, 127.0380980087753 37.56202399666957, 127.0381361786647 37.56208475379864, 127.03818147257793 37.56214235414554, 127.0382334790035 37.56219627439836, 127.03829172544434 37.56224602468072, 127.03835568271072 37.56229115300223, 127.03842476972784 37.56233124936465, 127.03849835881537 37.5623659494865, 127.03857578139002 37.56239493811247, 127.03865633403993 37.56241795187729, 127.03873928491535 37.56243478169826, 127.03882388037778 37.56244527467463, 127.03890935184708 37.56244933547665, 127.04154865184708 37.56247483523293, 127.04163768696739 37.56247219271462, 127.04172595392704 37.56246257175842, 127.04181258442219 37.562446067005354, 127.04189672624744 37.562422840812225, 127.04197755167895 37.56239312165465, 127.0420542656171 37.56235720187972, 127.04212611340802 37.56231543483041, 127.04219238826734 37.56226823136996, 127.04225243823296 37.56221605584059, 127.04230567257866 37.56215942149589, 127.04235156762506 37.56209888545235, 127.04238967189133 37.56203504320913, 127.04241961053646 37.56196852279041, 127.04244108904659 37.56189997856762, 127.04245389613237 37.561830084822475, 127.04245790580735 37.561759529114106, 127.04245307862735 37.561689005515454, 127.04243946207858 37.56161920778557, 127.04153826207857 37.558149201097976, 127.04151514196177 37.55807866833877, 127.0414830497253 37.5580103779843, 127.04144232145094 37.557945045203645, 127.04139338366028 37.55788335419455, 127.04133674884807 37.55782595101798, 127.041273010115 37.557773436831845, 127.04120283495683 37.55772636159509, 127.04112695827378 37.557685218307775, 127.04104617467466 37.557650437847826, 127.04096133015523 37.55762238445827, 127.04087331323889 37.55760135193232, 127.04013301323887 37.55745675059051, 127.0400413687266 37.55744280708988, 127.03994839401079 37.55743647558011, 127.03985509238964 37.557437824387016, 127.03976247068913 37.557446838955116, 127.03967152839807 37.557463422004616, 127.03958324688266 37.55748739458147, 127.03949857879645 37.55751849798847, 127.03892987879647 37.55775660000063, 127.03885472979202 37.55779186884128, 127.03878425594179 37.557832755685, 127.03871912329788 37.55787887409916, 127.03865994743231 37.557929788206934, 127.03860728761929 37.5579850168071, 127.0385616415495 37.55804403792224, 127.03852344062636 37.55810629373237, 127.03849304588884 37.558171195847194, 127.03847074459917 37.55823813086732, 127.03845674752802 37.558306466181726, 127.03845118696243 37.558375555946796, 127.03841133407387 37.56046927505363, 127.03815722259554 37.56087853428445, 127.0381220395698 37.56094305363752, 127.03809505205113 37.561010008188134, 127.03807652298151 37.56107874558598, 127.03806663289144 37.561148596111984, 127.03802373289146 37.561692896436384, 127.03802247250944 37.5617607636495), (127.0389632 37.561193, 127.03930650000001 37.5606401, 127.03934939999999 37.558386299999995, 127.0399181 37.558148200000005, 127.04065839999998 37.55829279999999, 127.0415596 37.5617628, 127.03892030000002 37.561737300000004, 127.0389632 37.561193))"
